Source,Source City,Source Country,Target,Target City,Target Country,Weight
DUR,Durban,South Africa,JNB,Johannesburg,South Africa,13200
GRJ,George,South Africa,JNB,Johannesburg,South Africa,1040
JNB,Johannesburg,South Africa,DUR,Durban,South Africa,13200
JNB,Johannesburg,South Africa,GRJ,George,South Africa,1040
GOT,Goteborg,Sweden,MAN,Manchester (GB),UK,1800
MAN,Manchester (GB),UK,GOT,Goteborg,Sweden,1800
GOT,Goteborg,Sweden,HEL,Helsinki,Finland,450
HEL,Helsinki,Finland,GOT,Goteborg,Sweden,450
AUP,Agaun,Papua New Guinea,PMN,Pumani,Papua New Guinea,95
CNS,Cairns,Australia,MIS,Misima Island,Papua New Guinea,110
HGU,Mount Hagen,Papua New Guinea,TBG,Tabubil,Papua New Guinea,266
MIS,Misima Island,Papua New Guinea,CNS,Cairns,Australia,110
MXH,Moro,Papua New Guinea,POM,Port Moresby,Papua New Guinea,144
POM,Port Moresby,Papua New Guinea,MXH,Moro,Papua New Guinea,468
TBG,Tabubil,Papua New Guinea,HGU,Mount Hagen,Papua New Guinea,437
XBN,Biniguni,Papua New Guinea,RBP,Rabaraba,Papua New Guinea,95
LSA,Losuia,Papua New Guinea,POM,Port Moresby,Papua New Guinea,171
AGL,Wanigela,Papua New Guinea,POM,Port Moresby,Papua New Guinea,76
AZB,Amazon Bay,Papua New Guinea,GUR,Alotau,Papua New Guinea,190
DAU,Daru,Papua New Guinea,POM,Port Moresby,Papua New Guinea,627
POM,Port Moresby,Papua New Guinea,LSA,Losuia,Papua New Guinea,171
DAU,Daru,Papua New Guinea,OPU,Balimo,Papua New Guinea,342
OBX,Obo,Papua New Guinea,OPU,Balimo,Papua New Guinea,190
OPU,Balimo,Papua New Guinea,DAU,Daru,Papua New Guinea,342
OPU,Balimo,Papua New Guinea,OBX,Obo,Papua New Guinea,190
PNP,Popondetta,Papua New Guinea,POM,Port Moresby,Papua New Guinea,171
POM,Port Moresby,Papua New Guinea,PNP,Popondetta,Papua New Guinea,95
UNG,Kiunga,Papua New Guinea,DAU,Daru,Papua New Guinea,324
UNG,Kiunga,Papua New Guinea,HGU,Mount Hagen,Papua New Guinea,144
GUR,Alotau,Papua New Guinea,AZB,Amazon Bay,Papua New Guinea,95
GUR,Alotau,Papua New Guinea,WED,Wedau,Papua New Guinea,95
KRI,Kikori,Papua New Guinea,VMU,Baimuru,Papua New Guinea,152
PNP,Popondetta,Papua New Guinea,TFI,Tufi,Papua New Guinea,171
POM,Port Moresby,Papua New Guinea,AGL,Wanigela,Papua New Guinea,76
POM,Port Moresby,Papua New Guinea,DAU,Daru,Papua New Guinea,912
TFI,Tufi,Papua New Guinea,PNP,Popondetta,Papua New Guinea,266
VMU,Baimuru,Papua New Guinea,KRI,Kikori,Papua New Guinea,152
POM,Port Moresby,Papua New Guinea,TFI,Tufi,Papua New Guinea,76
ARP,Aragip,Papua New Guinea,AUP,Agaun,Papua New Guinea,190
ARP,Aragip,Papua New Guinea,RBP,Rabaraba,Papua New Guinea,95
AUP,Agaun,Papua New Guinea,ARP,Aragip,Papua New Guinea,95
KMA,Kerema,Papua New Guinea,POM,Port Moresby,Papua New Guinea,684
AGL,Wanigela,Papua New Guinea,AUP,Agaun,Papua New Guinea,95
AUP,Agaun,Papua New Guinea,AGL,Wanigela,Papua New Guinea,95
HGU,Mount Hagen,Papua New Guinea,MXH,Moro,Papua New Guinea,144
MXH,Moro,Papua New Guinea,HGU,Mount Hagen,Papua New Guinea,468
OPU,Balimo,Papua New Guinea,POM,Port Moresby,Papua New Guinea,152
POM,Port Moresby,Papua New Guinea,OPU,Balimo,Papua New Guinea,152
UNG,Kiunga,Papua New Guinea,TBG,Tabubil,Papua New Guinea,171
GKA,Goroka,Papua New Guinea,LAE,Lae,Papua New Guinea,437
GUR,Alotau,Papua New Guinea,RBP,Rabaraba,Papua New Guinea,285
LAE,Lae,Papua New Guinea,GKA,Goroka,Papua New Guinea,437
LAE,Lae,Papua New Guinea,POM,Port Moresby,Papua New Guinea,437
RBP,Rabaraba,Papua New Guinea,GUR,Alotau,Papua New Guinea,190
POM,Port Moresby,Papua New Guinea,KMA,Kerema,Papua New Guinea,684
RBP,Rabaraba,Papua New Guinea,ARP,Aragip,Papua New Guinea,190
RBP,Rabaraba,Papua New Guinea,AUP,Agaun,Papua New Guinea,95
AZB,Amazon Bay,Papua New Guinea,POM,Port Moresby,Papua New Guinea,95
CVL,Cape Vogel,Papua New Guinea,AGL,Wanigela,Papua New Guinea,95
HGU,Mount Hagen,Papua New Guinea,MXH,Moro,Papua New Guinea,171
HGU,Mount Hagen,Papua New Guinea,TBG,Tabubil,Papua New Guinea,468
KMA,Kerema,Papua New Guinea,KRI,Kikori,Papua New Guinea,361
KRI,Kikori,Papua New Guinea,KMA,Kerema,Papua New Guinea,361
MXH,Moro,Papua New Guinea,POM,Port Moresby,Papua New Guinea,171
PMN,Pumani,Papua New Guinea,XBN,Biniguni,Papua New Guinea,95
POM,Port Moresby,Papua New Guinea,AZB,Amazon Bay,Papua New Guinea,190
DAU,Daru,Papua New Guinea,POM,Port Moresby,Papua New Guinea,684
KMA,Kerema,Papua New Guinea,VMU,Baimuru,Papua New Guinea,152
RBP,Rabaraba,Papua New Guinea,CVL,Cape Vogel,Papua New Guinea,95
GKA,Goroka,Papua New Guinea,HGU,Mount Hagen,Papua New Guinea,437
HGU,Mount Hagen,Papua New Guinea,GKA,Goroka,Papua New Guinea,437
VMU,Baimuru,Papua New Guinea,KMA,Kerema,Papua New Guinea,152
AUP,Agaun,Papua New Guinea,GUR,Alotau,Papua New Guinea,95
CNS,Cairns,Australia,MXH,Moro,Papua New Guinea,180
GUR,Alotau,Papua New Guinea,MIS,Misima Island,Papua New Guinea,171
KRI,Kikori,Papua New Guinea,KUY,Kamusi,Papua New Guinea,171
KUY,Kamusi,Papua New Guinea,KRI,Kikori,Papua New Guinea,171
MIS,Misima Island,Papua New Guinea,GUR,Alotau,Papua New Guinea,171
MXH,Moro,Papua New Guinea,CNS,Cairns,Australia,180
POM,Port Moresby,Papua New Guinea,UNG,Kiunga,Papua New Guinea,504
DAU,Daru,Papua New Guinea,UNG,Kiunga,Papua New Guinea,247
SXH,Sehulea,Papua New Guinea,GUR,Alotau,Papua New Guinea,95
WED,Wedau,Papua New Guinea,RBP,Rabaraba,Papua New Guinea,95
TBG,Tabubil,Papua New Guinea,UNG,Kiunga,Papua New Guinea,468
UNG,Kiunga,Papua New Guinea,DAU,Daru,Papua New Guinea,76
UNG,Kiunga,Papua New Guinea,TBG,Tabubil,Papua New Guinea,504
AGL,Wanigela,Papua New Guinea,TFI,Tufi,Papua New Guinea,266
GUR,Alotau,Papua New Guinea,LSA,Losuia,Papua New Guinea,171
LSA,Losuia,Papua New Guinea,GUR,Alotau,Papua New Guinea,171
SAM,Salamo,Papua New Guinea,GUR,Alotau,Papua New Guinea,95
TFI,Tufi,Papua New Guinea,AGL,Wanigela,Papua New Guinea,171
LMY,Lake Murray,Papua New Guinea,OBX,Obo,Papua New Guinea,190
LMY,Lake Murray,Papua New Guinea,UNG,Kiunga,Papua New Guinea,190
OBX,Obo,Papua New Guinea,LMY,Lake Murray,Papua New Guinea,190
UNG,Kiunga,Papua New Guinea,LMY,Lake Murray,Papua New Guinea,190
TBG,Tabubil,Papua New Guinea,POM,Port Moresby,Papua New Guinea,504
BJI,Bemidji,USA,MSP,Minneapolis/St Paul,USA,253
MSP,Minneapolis/St Paul,USA,BJI,Bemidji,USA,253
DME,Moscow,Russian Federation,HTA,Chita,Russian Federation,1963
HTA,Chita,Russian Federation,DME,Moscow,Russian Federation,1963
BKK,Bangkok,Thailand,TPE,Taipei,China,12307
TPE,Taipei,China,BKK,Bangkok,Thailand,12307
BKK,Bangkok,Thailand,HKG,Hong Kong,China,12307
DPS,Denpasar Bali,Indonesia,TPE,Taipei,China,8215
HKG,Hong Kong,China,BKK,Bangkok,Thailand,12307
PEN,Penang,Malaysia,TPE,Taipei,China,3634
SGN,Ho Chi Minh City,Viet Nam,TPE,Taipei,China,2844
SYD,Sydney (AU),Australia,TPE,Taipei,China,2000
TPE,Taipei,China,PEN,Penang,Malaysia,3634
TPE,Taipei,China,SGN,Ho Chi Minh City,Viet Nam,2844
TPE,Taipei,China,SYD,Sydney (AU),Australia,2000
TPE,Taipei,China,DPS,Denpasar Bali,Indonesia,8215
ANC,Anchorage,USA,JFK,New York,USA,7750
JFK,New York,USA,ANC,Anchorage,USA,7750
NGO,Nagoya,Japan,TPE,Taipei,China,8215
NRT,Tokyo,Japan,TPE,Taipei,China,33745
TPE,Taipei,China,NGO,Nagoya,Japan,8215
TPE,Taipei,China,NRT,Tokyo,Japan,33348
CGK,Jakarta,Indonesia,TPE,Taipei,China,8215
SIN,Singapore,Singapore,TPE,Taipei,China,2844
TPE,Taipei,China,CGK,Jakarta,Indonesia,8215
TPE,Taipei,China,SIN,Singapore,Singapore,2686
ANC,Anchorage,USA,TPE,Taipei,China,7500
HKG,Hong Kong,China,TPE,Taipei,China,31270
HKT,Phuket,Thailand,TPE,Taipei,China,8215
HKG,Hong Kong,China,KHH,Kaohsiung,China,4898
KHH,Kaohsiung,China,HKG,Hong Kong,China,4898
KHH,Kaohsiung,China,SIN,Singapore,Singapore,2054
MNL,Manila,Philippines,TPE,Taipei,China,4266
SIN,Singapore,Singapore,KHH,Kaohsiung,China,2054
SYD,Sydney (AU),Australia,TPE,Taipei,China,2880
TPE,Taipei,China,ANC,Anchorage,USA,7750
TPE,Taipei,China,HKG,Hong Kong,China,31535
TPE,Taipei,China,HKT,Phuket,Thailand,8215
TPE,Taipei,China,MNL,Manila,Philippines,4266
TPE,Taipei,China,SYD,Sydney (AU),Australia,3120
MES,Medan,Indonesia,PEN,Penang,Malaysia,3634
MNL,Manila,Philippines,TPE,Taipei,China,8215
NRT,Tokyo,Japan,TPE,Taipei,China,2385
PEN,Penang,Malaysia,MES,Medan,Indonesia,3634
TPE,Taipei,China,MNL,Manila,Philippines,8215
TPE,Taipei,China,NRT,Tokyo,Japan,2385
HKT,Phuket,Thailand,KHH,Kaohsiung,China,2844
KHH,Kaohsiung,China,HKT,Phuket,Thailand,2844
KHH,Kaohsiung,China,MNL,Manila,Philippines,4266
MNL,Manila,Philippines,KHH,Kaohsiung,China,4266
BKK,Bangkok,Thailand,TPE,Taipei,China,8215
CGK,Jakarta,Indonesia,HKG,Hong Kong,China,4898
HKG,Hong Kong,China,CGK,Jakarta,Indonesia,4898
ICN,Seoul,Korea Republic of,TPE,Taipei,China,1422
KHH,Kaohsiung,China,TPE,Taipei,China,9796
TPE,Taipei,China,BKK,Bangkok,Thailand,8215
TPE,Taipei,China,ICN,Seoul,Korea Republic of,1422
TPE,Taipei,China,KHH,Kaohsiung,China,9796
AMS,Amsterdam,Netherlands,BKK,Bangkok,Thailand,12307
BKK,Bangkok,Thailand,AMS,Amsterdam,Netherlands,12307
DEL,Delhi,India,TPE,Taipei,China,3710
FUK,Fukuoka,Japan,TPE,Taipei,China,8215
GUM,Guam,Guam,TPE,Taipei,China,1422
HKG,Hong Kong,China,SIN,Singapore,Singapore,8215
LAX,Los Angeles,USA,TPE,Taipei,China,24614
SFO,San Francisco,USA,TPE,Taipei,China,12307
SIN,Singapore,Singapore,HKG,Hong Kong,China,8215
TPE,Taipei,China,DEL,Delhi,India,3445
TPE,Taipei,China,FUK,Fukuoka,Japan,8215
TPE,Taipei,China,GUM,Guam,Guam,1422
TPE,Taipei,China,LAX,Los Angeles,USA,24614
TPE,Taipei,China,SFO,San Francisco,USA,12307
AUH,Abu Dhabi,United Arab Emirates,FCO,Rome (IT),Italy,3250
FCO,Rome (IT),Italy,AUH,Abu Dhabi,United Arab Emirates,3500
HKG,Hong Kong,China,TPE,Taipei,China,45655
HNL,Honolulu,USA,NRT,Tokyo,Japan,8734
KUL,Kuala Lumpur,Malaysia,TPE,Taipei,China,4898
NRT,Tokyo,Japan,HNL,Honolulu,USA,8734
TPE,Taipei,China,HKG,Hong Kong,China,45655
TPE,Taipei,China,KUL,Kuala Lumpur,Malaysia,4898
BKK,Bangkok,Thailand,KHH,Kaohsiung,China,4898
KHH,Kaohsiung,China,BKK,Bangkok,Thailand,4898
AUH,Abu Dhabi,United Arab Emirates,TPE,Taipei,China,3500
FRA,Frankfurt,Germany,TPE,Taipei,China,3750
HKG,Hong Kong,China,KHH,Kaohsiung,China,8215
KHH,Kaohsiung,China,HKG,Hong Kong,China,8215
TPE,Taipei,China,YVR,Vancouver,Canada,12307
YVR,Vancouver,Canada,TPE,Taipei,China,12307
TPE,Taipei,China,AUH,Abu Dhabi,United Arab Emirates,3250
TPE,Taipei,China,FRA,Frankfurt,Germany,4000
BKK,Bangkok,Thailand,TPE,Taipei,China,4266
TPE,Taipei,China,BKK,Bangkok,Thailand,4266
HNL,Honolulu,USA,TPE,Taipei,China,1250
OKA,Okinawa,Japan,TPE,Taipei,China,9796
TPE,Taipei,China,HNL,Honolulu,USA,1250
TPE,Taipei,China,OKA,Okinawa,Japan,9796
KHH,Kaohsiung,China,TPE,Taipei,China,8215
SGN,Ho Chi Minh City,Viet Nam,TPE,Taipei,China,8215
TPE,Taipei,China,KHH,Kaohsiung,China,8215
TPE,Taipei,China,SGN,Ho Chi Minh City,Viet Nam,8215
HKG,Hong Kong,China,KUL,Kuala Lumpur,Malaysia,8215
HKG,Hong Kong,China,TPE,Taipei,China,11250
KUL,Kuala Lumpur,Malaysia,HKG,Hong Kong,China,8215
TPE,Taipei,China,HKG,Hong Kong,China,11250
CTG,Cartagena,Colombia,BAQ,Barranquilla,Colombia,3844
LIM,Lima,Peru,PTY,Panama City (PA),Panama,7688
PTY,Panama City (PA),Panama,LIM,Lima,Peru,7688
PTY,Panama City (PA),Panama,UIO,Quito,Ecuador,5704
UIO,Quito,Ecuador,PTY,Panama City (PA),Panama,3348
GUA,Guatemala City,Guatemala,MGA,Managua,Nicaragua,7564
MGA,Managua,Nicaragua,GUA,Guatemala City,Guatemala,7564
CCS,Caracas,Venezuela,PTY,Panama City (PA),Panama,1984
PTY,Panama City (PA),Panama,CCS,Caracas,Venezuela,2108
BOG,Bogota,Colombia,PTY,Panama City (PA),Panama,3844
PTY,Panama City (PA),Panama,SJO,San Jose,Costa Rica,11346
SJO,San Jose,Costa Rica,PTY,Panama City (PA),Panama,11224
SJO,San Jose,Costa Rica,TGU,Tegucigalpa,Honduras,3782
TGU,Tegucigalpa,Honduras,SJO,San Jose,Costa Rica,3782
PTY,Panama City (PA),Panama,BOG,Bogota,Colombia,3844
KIN,Kingston (JM),Jamaica,PTY,Panama City (PA),Panama,1098
CCS,Caracas,Venezuela,PTY,Panama City (PA),Panama,4636
HAV,Havana (CU) 00,Cuba,PTY,Panama City (PA),Panama,3844
MEX,Mexico City,Mexico,PTY,Panama City (PA),Panama,7564
PTY,Panama City (PA),Panama,CCS,Caracas,Venezuela,4514
PTY,Panama City (PA),Panama,HAV,Havana (CU) 00,Cuba,3844
PTY,Panama City (PA),Panama,MEX,Mexico City,Mexico,7688
GYE,Guayaquil,Ecuador,PTY,Panama City (PA),Panama,3782
PTY,Panama City (PA),Panama,GYE,Guayaquil,Ecuador,3782
SJO,San Jose,Costa Rica,PTY,Panama City (PA),Panama,124
CUN,Cancun,Mexico,PTY,Panama City (PA),Panama,1464
PTY,Panama City (PA),Panama,CUN,Cancun,Mexico,1464
EZE,Buenos Aires,Argentina,PTY,Panama City (PA),Panama,3348
MDE,Medellin,Colombia,PTY,Panama City (PA),Panama,3844
CLO,Cali,Colombia,PTY,Panama City (PA),Panama,3844
GRU,Sao Paulo,Brazil,PTY,Panama City (PA),Panama,3224
PTY,Panama City (PA),Panama,EZE,Buenos Aires,Argentina,3224
PTY,Panama City (PA),Panama,MDE,Medellin,Colombia,3844
PTY,Panama City (PA),Panama,SCL,Santiago (CL),Chile,3844
PTY,Panama City (PA),Panama,SJU,San Juan (PR),Puerto Rico,2728
SCL,Santiago (CL),Chile,PTY,Panama City (PA),Panama,3844
SJU,San Juan (PR),Puerto Rico,PTY,Panama City (PA),Panama,2852
HAV,Havana (CU) 00,Cuba,PTY,Panama City (PA),Panama,3782
PTY,Panama City (PA),Panama,CLO,Cali,Colombia,3844
PTY,Panama City (PA),Panama,GRU,Sao Paulo,Brazil,3348
PTY,Panama City (PA),Panama,HAV,Havana (CU) 00,Cuba,3782
GYE,Guayaquil,Ecuador,PTY,Panama City (PA),Panama,2356
MGA,Managua,Nicaragua,SJO,San Jose,Costa Rica,3782
PTY,Panama City (PA),Panama,PAP,Port au Prince,Haiti,1098
PTY,Panama City (PA),Panama,SDQ,Santo Domingo (DO),Dominican Republic,7688
SDQ,Santo Domingo (DO),Dominican Republic,PTY,Panama City (PA),Panama,7688
SJO,San Jose,Costa Rica,MGA,Managua,Nicaragua,3782
BAQ,Barranquilla,Colombia,PTY,Panama City (PA),Panama,3844
MGA,Managua,Nicaragua,SAL,San Salvador (SV),El Salvador,3782
PAP,Port au Prince,Haiti,KIN,Kingston (JM),Jamaica,1098
SAL,San Salvador (SV),El Salvador,MGA,Managua,Nicaragua,3782
PTY,Panama City (PA),Panama,CTG,Cartagena,Colombia,3844
MIA,Miami,USA,PTY,Panama City (PA),Panama,7688
PTY,Panama City (PA),Panama,MIA,Miami,USA,7688
GUA,Guatemala City,Guatemala,PTY,Panama City (PA),Panama,3782
LAX,Los Angeles,USA,PTY,Panama City (PA),Panama,3844
PTY,Panama City (PA),Panama,GUA,Guatemala City,Guatemala,3782
PTY,Panama City (PA),Panama,LAX,Los Angeles,USA,3844
MCO,Orlando,USA,PTY,Panama City (PA),Panama,2108
MGA,Managua,Nicaragua,PTY,Panama City (PA),Panama,7564
PTY,Panama City (PA),Panama,MCO,Orlando,USA,2108
PTY,Panama City (PA),Panama,MGA,Managua,Nicaragua,7564
PTY,Panama City (PA),Panama,SJU,San Juan (PR),Puerto Rico,4880
SJU,San Juan (PR),Puerto Rico,PTY,Panama City (PA),Panama,4758
ALB,Albany (US) NY,USA,HPN,Westchester County,USA,1178
ATL,Atlanta,USA,IAH,Houston,USA,6820
AUS,Austin,USA,IAH,Houston,USA,6820
BDL,Hartford,USA,CLE,Cleveland,USA,259
BOS,Boston,USA,EWR,New York,USA,10712
BWI,Baltimore,USA,EWR,New York,USA,155
ABE,Allentown/Bethlehem/Easton,USA,CLE,Cleveland,USA,2368
ABQ,Albuquerque,USA,IAH,Houston,USA,1500
ABQ,Albuquerque,USA,IAH,Houston,USA,14756
ALB,Albany (US) NY,USA,CLE,Cleveland,USA,5000
CLE,Cleveland,USA,BDL,Hartford,USA,148
CLE,Cleveland,USA,DEN,Denver,USA,832
AGS,Augusta (US) GA,USA,IAH,Houston,USA,925
ALB,Albany (US) NY,USA,BDL,Hartford,USA,988
ALB,Albany (US) NY,USA,PWM,Portland (US) ME,USA,1900
AMS,Amsterdam,Netherlands,IAH,Houston,USA,5394
ANC,Anchorage,USA,SEA,Seattle,USA,688
ATL,Atlanta,USA,IAH,Houston,USA,37
ATL,Atlanta,USA,IAH,Houston,USA,1300
AUS,Austin,USA,EWR,New York,USA,496
BDL,Hartford,USA,ALB,Albany (US) NY,USA,988
ANU,Antigua,"Antigua and Barbuda, Leeward Islands",EWR,New York,USA,2604
ATL,Atlanta,USA,IAH,Houston,USA,155
BFI,Seattle,USA,OAK,Oakland,USA,155
AGS,Augusta (US) GA,USA,EWR,New York,USA,300
ALB,Albany (US) NY,USA,PVD,Providence,USA,988
ALB,Albany (US) NY,USA,ROC,Rochester (US) NY,USA,1824
ABE,Allentown/Bethlehem/Easton,USA,ALB,Albany (US) NY,USA,988
ACK,Nantucket,USA,EWR,New York,USA,1073
ALB,Albany (US) NY,USA,ABE,Allentown/Bethlehem/Easton,USA,950
ALB,Albany (US) NY,USA,YOW,Ottawa,Canada,912
ATL,Atlanta,USA,IAH,Houston,USA,16779
CLE,Cleveland,USA,MKE,Milwaukee,USA,259
CLT,Charlotte,USA,IAH,Houston,USA,6150
CUN,Cancun,Mexico,IAH,Houston,USA,1860
CVG,Cincinnati,USA,IAH,Houston,USA,999
BNA,Nashville,USA,CLE,Cleveland,USA,37
BNA,Nashville,USA,EWR,New York,USA,2704
BTV,Burlington (US) VT,USA,PLB,Plattsburgh,USA,912
BWI,Baltimore,USA,EWR,New York,USA,37
BWI,Baltimore,USA,CLE,Cleveland,USA,400
BWI,Baltimore,USA,IAH,Houston,USA,9455
BZE,Belize City,Belize,IAH,Houston,USA,2232
BZE,Belize City,Belize,IAH,Houston,USA,3224
CHS,Charleston (US) SC,USA,EWR,New York,USA,4500
CHS,Charleston (US) SC,USA,IAH,Houston,USA,3150
CLE,Cleveland,USA,ABE,Allentown/Bethlehem/Easton,USA,2368
CLE,Cleveland,USA,ALB,Albany (US) NY,USA,5000
CLE,Cleveland,USA,BWI,Baltimore,USA,400
CLE,Cleveland,USA,FNT,Flint,USA,1653
AUS,Austin,USA,CLE,Cleveland,USA,2250
AUS,Austin,USA,EWR,New York,USA,5512
AVP,Wilkes-Barre,USA,CLE,Cleveland,USA,1026
AZO,Kalamazoo,USA,CLE,Cleveland,USA,1957
BOS,Boston,USA,IAH,Houston,USA,3666
BOS,Boston,USA,CLE,Cleveland,USA,310
BTR,Baton Rouge,USA,IAH,Houston,USA,2808
BTV,Burlington (US) VT,USA,HPN,Westchester County,USA,148
DEN,Denver,USA,CLE,Cleveland,USA,416
DEN,Denver,USA,IAH,Houston,USA,1488
DTW,Detroit,USA,IAH,Houston,USA,4264
ELH,North Eleuthera,Bahamas,MIA,Miami,USA,1178
ELP,El Paso,USA,IAH,Houston,USA,2850
EWR,New York,USA,BOS,Boston,USA,10816
ANC,Anchorage,USA,EWR,New York,USA,5673
BOG,Bogota,Colombia,IAH,Houston,USA,3844
CLE,Cleveland,USA,BNA,Nashville,USA,37
CLE,Cleveland,USA,CMH,Columbus (US) OH,USA,333
CLE,Cleveland,USA,CVG,Cincinnati,USA,2257
CLE,Cleveland,USA,HPN,Westchester County,USA,2250
CLE,Cleveland,USA,IAH,Houston,USA,5010
BPT,Beaumont,USA,IAH,Houston,USA,1961
CHS,Charleston (US) SC,USA,IAH,Houston,USA,111
CLE,Cleveland,USA,AUS,Austin,USA,2300
CLE,Cleveland,USA,AVP,Wilkes-Barre,USA,1026
CLE,Cleveland,USA,AZO,Kalamazoo,USA,1957
CLE,Cleveland,USA,MCI,Kansas City,USA,5300
CLE,Cleveland,USA,MDW,Chicago,USA,155
CLE,Cleveland,USA,MSN,Madison,USA,1200
CLE,Cleveland,USA,PHL,Philadelphia,USA,3224
CLE,Cleveland,USA,RSW,Fort Myers,USA,2480
CLE,Cleveland,USA,RSW,Fort Myers,USA,372
CLE,Cleveland,USA,TPA,Tampa,USA,104
CLE,Cleveland,USA,YUL,Montreal,Canada,148
CLE,Cleveland,USA,YUL,Montreal,Canada,4000
CCS,Caracas,Venezuela,IAH,Houston,USA,3844
CLE,Cleveland,USA,BOS,Boston,USA,310
CLE,Cleveland,USA,CVG,Cincinnati,USA,1450
ABE,Allentown/Bethlehem/Easton,USA,CLE,Cleveland,USA,150
AGS,Augusta (US) GA,USA,EWR,New York,USA,2072
ALB,Albany (US) NY,USA,AVP,Wilkes-Barre,USA,342
ALB,Albany (US) NY,USA,CLE,Cleveland,USA,111
ALB,Albany (US) NY,USA,ELM,Elmira/Corning,USA,608
ALB,Albany (US) NY,USA,YUL,Montreal,Canada,912
EWR,New York,USA,BWI,Baltimore,USA,155
EWR,New York,USA,GSO,Greensboro/High Point,USA,2704
BOG,Bogota,Colombia,UIO,Quito,Ecuador,5332
BPT,Beaumont,USA,IAH,Houston,USA,4450
CDG,Paris,France,IAH,Houston,USA,8773
CLE,Cleveland,USA,CLT,Charlotte,USA,2590
CLE,Cleveland,USA,CRW,Charleston (US) WV,USA,1615
CLE,Cleveland,USA,DFW,Dallas/Fort Worth,USA,4650
ABE,Allentown/Bethlehem/Easton,USA,AVP,Wilkes-Barre,USA,266
CLE,Cleveland,USA,MDT,Harrisburg,USA,1776
CLE,Cleveland,USA,MSY,New Orleans,USA,2850
CLE,Cleveland,USA,PWM,Portland (US) ME,USA,1750
CLT,Charlotte,USA,EWR,New York,USA,2704
CMH,Columbus (US) OH,USA,CLE,Cleveland,USA,185
CMH,Columbus (US) OH,USA,EWR,New York,USA,3328
CUN,Cancun,Mexico,EWR,New York,USA,3507
CLE,Cleveland,USA,DTW,Detroit,USA,3850
CLE,Cleveland,USA,IAH,Houston,USA,7750
CLE,Cleveland,USA,IND,Indianapolis,USA,1147
CLE,Cleveland,USA,LEX,Lexington,USA,750
CLE,Cleveland,USA,SDF,Louisville,USA,4100
CRP,Corpus Christi,USA,IAH,Houston,USA,3120
CUN,Cancun,Mexico,EWR,New York,USA,620
DCA,Washington,USA,EWR,New York,USA,9900
DCA,Washington,USA,EWR,New York,USA,1240
CLE,Cleveland,USA,LAX,Los Angeles,USA,2728
CLE,Cleveland,USA,LGA,New York,USA,936
CLE,Cleveland,USA,RIC,Richmond (US),USA,3950
AVP,Wilkes-Barre,USA,ALB,Albany (US) NY,USA,342
BHX,Birmingham (GB),UK,EWR,New York,USA,5332
BNA,Nashville,USA,EWR,New York,USA,4450
EWR,New York,USA,MBJ,Montego Bay,Jamaica,465
EWR,New York,USA,MYR,Myrtle Beach,USA,167
EWR,New York,USA,PHX,Phoenix,USA,13640
EWR,New York,USA,RDU,Raleigh/Durham,USA,4100
EWR,New York,USA,RDU,Raleigh/Durham,USA,3844
EWR,New York,USA,RDU,Raleigh/Durham,USA,3348
CLE,Cleveland,USA,GRR,Grand Rapids (US) MI,USA,259
CLE,Cleveland,USA,GRR,Grand Rapids (US) MI,USA,4800
CLE,Cleveland,USA,IAH,Houston,USA,4371
CLE,Cleveland,USA,LAN,Lansing,USA,2033
CLE,Cleveland,USA,LGA,New York,USA,1702
CLE,Cleveland,USA,LGA,New York,USA,5704
CLE,Cleveland,USA,MDW,Chicago,USA,555
CLE,Cleveland,USA,RSW,Fort Myers,USA,1085
CLE,Cleveland,USA,SYR,Syracuse,USA,4050
CLT,Charlotte,USA,CLE,Cleveland,USA,2590
CMH,Columbus (US) OH,USA,EWR,New York,USA,148
EWR,New York,USA,SDQ,Santo Domingo (DO),Dominican Republic,4960
EWR,New York,USA,SRQ,Sarasota/Bradenton,USA,155
EWR,New York,USA,STL,St Louis,USA,5500
FPO,Freeport,Bahamas,PBI,West Palm Beach,USA,817
GPT,Gulfport/Biloxi,USA,IAH,Houston,USA,3224
AUA,Aruba,Aruba,EWR,New York,USA,496
AUS,Austin,USA,IAH,Houston,USA,9165
BDL,Hartford,USA,CLE,Cleveland,USA,372
AEX,Alexandria (US),USA,IAH,Houston,USA,999
AVP,Wilkes-Barre,USA,ABE,Allentown/Bethlehem/Easton,USA,304
CVG,Cincinnati,USA,CLE,Cleveland,USA,2294
DAY,Dayton,USA,EWR,New York,USA,1517
DTW,Detroit,USA,IAH,Houston,USA,334
CZM,Cozumel,Mexico,IAH,Houston,USA,4805
DEN,Denver,USA,IAH,Houston,USA,732
DTW,Detroit,USA,CLE,Cleveland,USA,3850
AGU,Aguascalientes,Mexico,IAH,Houston,USA,1550
ANC,Anchorage,USA,SEA,Seattle,USA,10614
ATL,Atlanta,USA,IAH,Houston,USA,520
EWR,New York,USA,CHS,Charleston (US) SC,USA,4200
EWR,New York,USA,CUN,Cancun,Mexico,620
EWR,New York,USA,DCA,Washington,USA,9900
EWR,New York,USA,FLL,Fort Lauderdale,USA,2945
EWR,New York,USA,GRR,Grand Rapids (US) MI,USA,2450
EWR,New York,USA,GVA,Geneva,Switzerland,5394
CLE,Cleveland,USA,TYS,Knoxville,USA,1665
CNS,Cairns,Australia,GUM,Guam,Guam,2015
